episode,episode_start_step,episode_end_step,episode_length,termination_reason,urgency_position_ratio_exact,speed_diff_modifier_exact,max_participants_exact,ignore_vehicles_go_exact,total_vehicles_exited,total_collisions,total_deadlocks,max_deadlock_severity,avg_throughput,avg_acceleration,total_controlled_vehicles,total_reward,episode_simulation_time,total_simulation_time,episode_start_time,simulation_start_time,episode_duration_hours,total_duration_hours
0,0,110,110,Severe deadlock detected by environment (IMMEDIATE),1.2033141,5.0,4,36.0,69,309,0,0.0,248.1518444540976,1.0867526724991503,80,-30275.06173409922,305.56,305.56,2025-08-31 18:47:28,2025-08-31 18:47:28,0.085,0.085
1,110,239,129,Reached exactly 128 steps,1.3007053136825562,-1.0,5,36.0,89,0,0,0.0,3600.0,1.111964838527576,174,-4168.947619047613,298.47,608.46,2025-08-31 18:57:36,2025-08-31 18:47:28,0.083,0.169
2,239,310,71,Severe deadlock detected by environment (IMMEDIATE),1.739040732383728,-15.0,4,32.0,79,62,0,0.0,3600.0,1.2491470724042155,255,-5941.183441558442,178.8,787.28,2025-08-31 18:57:36,2025-08-31 18:47:28,0.05,0.219
3,310,363,53,Severe deadlock detected by environment (IMMEDIATE),1.681980013847351,0.0,4,36.0,35,213,0,0.0,3600.0,1.227565103177936,298,-18671.06333650869,171.59,961.18,2025-08-31 19:00:38,2025-08-31 18:47:28,0.048,0.267
4,363,492,129,Reached exactly 128 steps,1.6007593870162964,9.0,5,32.0,101,0,0,0.0,3600.0,1.2956287120237024,400,949.0261904761886,294.0,1259.42,2025-08-31 19:08:27,2025-08-31 18:47:28,0.082,0.35
5,492,621,129,Reached exactly 128 steps,1.33685040473938,7.0,5,44.0,115,0,0,0.0,3600.0,1.2075558473808805,515,-7955.529761904763,4.96,1609.07,2025-08-31 19:14:12,2025-08-31 18:47:28,0.001,0.447
6,621,750,129,Reached exactly 128 steps,1.4150042533874512,-12.0,5,40.0,139,0,0,0.0,3600.0,1.1300421041861577,659,118.16589244089089,7.28,1925.33,2025-08-31 19:19:26,2025-08-31 18:47:28,0.002,0.535
7,750,794,44,Severe deadlock detected by environment (IMMEDIATE),2.075618267059326,-2.0,5,54.0,37,226,0,0.0,3600.0,1.1411073783390029,698,-20195.771530675207,159.78,2077.82,2025-08-31 19:19:26,2025-08-31 18:47:28,0.044,0.577
8,794,923,129,Reached exactly 128 steps,1.414947748184204,-2.0,5,30.0,113,0,0,0.0,3600.0,1.154797041047558,813,-5714.075058275062,320.52,2402.13,2025-08-31 19:27:30,2025-08-31 18:47:28,0.089,0.667
9,923,1052,129,Reached exactly 128 steps,1.4473235607147217,2.0,5,48.0,113,0,0,0.0,3600.0,1.1573446858732015,929,-429.647893772896,5.15,2706.15,2025-08-31 19:32:29,2025-08-31 18:47:28,0.001,0.752
10,1052,1181,129,Reached exactly 128 steps,1.8298535346984863,10.0,5,23.0,133,0,0,0.0,3600.0,1.1636992494856768,1067,977.3585164835156,7.66,3013.93,2025-08-31 19:37:34,2025-08-31 18:47:28,0.002,0.837
11,1181,1265,84,Severe deadlock detected by environment (IMMEDIATE),1.2339270114898682,-8.0,5,33.0,74,2,0,0.0,3600.0,1.167285257756469,1138,33.22651515151426,208.83,3215.1,2025-08-31 19:37:34,2025-08-31 18:47:28,0.058,0.893
12,1265,1323,58,Severe deadlock detected by environment (IMMEDIATE),2.0133981704711914,1.0,6,33.0,47,14,0,0.0,3600.0,1.1805579980493304,1194,-1518.82012987013,157.0,3374.18,2025-08-31 19:41:05,2025-08-31 18:47:28,0.044,0.937
13,1323,1452,129,Reached exactly 128 steps,1.2895902395248413,5.0,6,53.0,108,0,0,0.0,3600.0,1.1930333843579457,1302,-51.29387279387306,306.49,3684.04,2025-08-31 19:48:52,2025-08-31 18:47:28,0.085,1.023
14,1452,1516,64,Severe deadlock detected by environment (IMMEDIATE),1.699939489364624,6.0,5,35.0,60,204,0,0.0,3600.0,1.2028513820517106,1368,-18456.79642857144,171.27,3855.32,2025-08-31 19:48:52,2025-08-31 18:47:28,0.048,1.071
15,1516,1645,129,Reached exactly 128 steps,1.6771279573440552,13.0,4,28.0,85,0,0,0.0,3600.0,1.2151815053941335,1454,358.5669413919413,290.21,4148.28,2025-08-31 19:56:36,2025-08-31 18:47:28,0.081,1.152
16,1645,1673,28,Severe deadlock detected by environment (IMMEDIATE),1.1439824104309082,1.0,6,50.0,28,29,0,0.0,3600.0,1.2218104303126809,1490,-3328.380952380952,85.74,4234.03,2025-08-31 19:56:36,2025-08-31 18:47:28,0.024,1.176
17,1673,1802,129,Reached exactly 128 steps,1.6556689739227295,-3.0,5,20.0,96,0,0,0.0,3600.0,1.219116021852671,1587,1291.6754329004348,303.86,4541.38,2025-08-31 20:03:09,2025-08-31 18:47:28,0.084,1.261
18,1802,1931,129,Reached exactly 128 steps,1.1508266925811768,-3.0,5,36.0,101,0,0,0.0,3600.0,1.2135326098076198,1690,-531.138836163837,5.03,4870.33,2025-08-31 20:08:33,2025-08-31 18:47:28,0.001,1.353
19,1931,2032,101,Severe deadlock detected by environment (IMMEDIATE),1.0481817722320557,5.0,5,29.0,78,60,0,0.0,3600.0,1.2133446410142947,1777,-5668.07803030303,257.57,5122.87,2025-08-31 20:08:33,2025-08-31 18:47:28,0.072,1.423
20,2032,2161,129,Reached exactly 128 steps,1.6291381120681765,-5.0,5,42.0,108,0,0,0.0,3600.0,1.2132886138330938,1886,-12978.898140340078,350.17,5476.4,2025-08-31 20:18:44,2025-08-31 18:47:28,0.097,1.521
21,2161,2290,129,Reached exactly 128 steps,1.484002709388733,-2.0,5,43.0,91,0,0,0.0,3600.0,1.220115642595917,1978,-3140.78571428571,5.1,5768.44,2025-08-31 20:23:31,2025-08-31 18:47:28,0.001,1.602
22,2290,2299,9,Severe deadlock detected by environment (IMMEDIATE),1.1767436265945437,-5.0,5,32.0,4,0,0,0.0,3600.0,1.2175830191247108,1987,-725.4714285714286,29.21,5792.55,2025-08-31 20:23:31,2025-08-31 18:47:28,0.008,1.609
23,2299,2428,129,Reached exactly 128 steps,1.8968427181243896,-3.0,4,41.0,119,0,0,0.0,3600.0,1.2172775036196148,2107,-2448.665476190475,298.39,6093.81,2025-08-31 20:29:02,2025-08-31 18:47:28,0.083,1.693
24,2428,2484,56,Severe deadlock detected by environment (IMMEDIATE),2.0477044582366943,8.0,5,48.0,30,206,0,0.0,3600.0,1.220980626638314,2144,-20890.530636030635,181.0,6274.81,2025-08-31 20:29:02,2025-08-31 18:47:28,0.05,1.743
25,2484,2540,56,Severe deadlock detected by environment (IMMEDIATE),0.9958173632621764,-3.0,4,31.0,57,38,0,0.0,3600.0,1.218588510958343,2206,-3808.754761904762,152.31,6430.87,2025-08-31 20:32:06,2025-08-31 18:47:28,0.042,1.786
26,2540,2591,51,Severe deadlock detected by environment (IMMEDIATE),1.7285833358764648,-1.0,6,46.0,44,189,0,0.0,3600.0,1.2225438888959568,2256,-19089.716214912536,182.01,6615.92,2025-08-31 20:34:42,2025-08-31 18:47:28,0.051,1.838
27,2591,2720,129,Reached exactly 128 steps,1.432037591934204,1.0,6,38.0,80,0,0,0.0,3600.0,1.2278814148237416,2338,533.36093073593,296.82,6917.14,2025-08-31 20:42:45,2025-08-31 18:47:28,0.082,1.921
28,2720,2772,52,Severe deadlock detected by environment (IMMEDIATE),1.62167227268219,14.0,4,45.0,52,35,0,0.0,3600.0,1.2289493965199303,2396,-3578.9221861471865,147.7,7064.85,2025-08-31 20:42:45,2025-08-31 18:47:28,0.041,1.962
29,2772,2901,129,Reached exactly 128 steps,1.7363675832748413,1.0,5,39.0,72,0,0,0.0,3600.0,1.2370461567401223,2468,742.3280303030291,283.79,7351.39,2025-08-31 20:49:59,2025-08-31 18:47:28,0.079,2.042
30,2901,3030,129,Reached exactly 128 steps,2.212307929992676,0.0,5,53.0,94,0,0,0.0,3600.0,1.2392010798131228,2564,-811.119289044291,5.02,7654.42,2025-08-31 20:54:57,2025-08-31 18:47:28,0.001,2.126
31,3030,3159,129,Reached exactly 128 steps,1.3854522705078125,1.0,5,29.0,107,0,0,0.0,3600.0,1.2417112471534768,2675,-12918.582915613812,7.44,7955.65,2025-08-31 20:59:56,2025-08-31 18:47:28,0.002,2.21
32,3159,3272,113,Severe deadlock detected by environment (IMMEDIATE),1.280165433883667,2.0,5,31.0,106,9,0,0.0,3600.0,1.2434823783163174,2782,-276.2928571428587,260.62,8208.83,2025-08-31 20:59:56,2025-08-31 18:47:28,0.072,2.28
33,3272,3401,129,Reached exactly 128 steps,1.5112981796264648,-6.0,5,44.0,120,0,0,0.0,3600.0,1.243823045084153,2904,-5573.320410961614,307.41,8518.89,2025-08-31 21:09:27,2025-08-31 18:47:28,0.085,2.366
34,3401,3530,129,Reached exactly 128 steps,1.8524171113967896,-5.0,4,45.0,101,0,0,0.0,3600.0,1.2389988101846154,3012,564.728255078255,5.01,8837.87,2025-08-31 21:14:41,2025-08-31 18:47:28,0.001,2.455
35,3530,3576,46,Severe deadlock detected by environment (IMMEDIATE),2.165521144866944,3.0,5,48.0,31,2,0,0.0,3600.0,1.2363622301620965,3047,-506.7880952380952,111.07,8943.93,2025-08-31 21:14:41,2025-08-31 18:47:28,0.031,2.484
36,3576,3661,85,Severe deadlock detected by environment (IMMEDIATE),1.1665401458740234,2.0,6,28.0,108,1,0,0.0,3600.0,1.2365957242949766,3158,477.3942141192138,210.89,9157.2,2025-08-31 21:16:34,2025-08-31 18:47:28,0.059,2.544
37,3661,3722,61,Severe deadlock detected by environment (IMMEDIATE),1.4563846588134766,6.0,5,45.0,40,48,0,0.0,3600.0,1.23836003872593,3203,-4974.020021645021,166.43,9325.93,2025-08-31 21:20:07,2025-08-31 18:47:28,0.046,2.591
38,3722,3803,81,Severe deadlock detected by environment (IMMEDIATE),1.2518967390060425,-10.0,6,47.0,51,118,0,0.0,3600.0,1.2393333690047128,3262,-11770.281784881789,222.48,9551.44,2025-08-31 21:22:57,2025-08-31 18:47:28,0.062,2.653
39,3803,3932,129,Reached exactly 128 steps,1.8836735486984253,1.0,6,34.0,112,0,0,0.0,3600.0,1.2397458943519704,3377,1355.0281385281414,302.7,9858.16,2025-08-31 21:31:46,2025-08-31 18:47:28,0.084,2.738
40,3932,4061,129,Reached exactly 128 steps,1.5832892656326294,1.0,5,30.0,131,0,0,0.0,3600.0,1.2400236033909946,3509,-547.1680735930751,4.74,10166.53,2025-08-31 21:36:50,2025-08-31 18:47:28,0.001,2.824
41,4061,4190,129,Reached exactly 128 steps,1.3595434427261353,-3.0,5,33.0,89,0,0,0.0,3600.0,1.2389793519260055,3604,-3517.9047619047583,7.17,10465.87,2025-08-31 21:41:47,2025-08-31 18:47:28,0.002,2.907
42,4190,4241,51,Severe deadlock detected by environment (IMMEDIATE),1.5833922624588013,9.0,4,45.0,40,2,0,0.0,3600.0,1.2414111058103143,3645,-427.1714285714286,122.3,10581.0,2025-08-31 21:41:47,2025-08-31 18:47:28,0.034,2.939
43,4241,4370,129,Reached exactly 128 steps,1.6003272533416748,2.0,5,49.0,91,0,0,0.0,3600.0,1.2399748728660764,3743,-6942.534523809557,299.45,10883.15,2025-08-31 21:48:51,2025-08-31 18:47:28,0.083,3.023
44,4370,4499,129,Reached exactly 128 steps,1.4564141035079956,-1.0,5,37.0,106,0,0,0.0,3600.0,1.2358115533220742,3850,-1884.6100649350617,5.05,11205.23,2025-08-31 21:54:08,2025-08-31 18:47:28,0.001,3.113
45,4499,4628,129,Reached exactly 128 steps,1.3822088241577148,6.0,4,35.0,107,0,0,0.0,3600.0,1.2385582328660891,3959,-981.5436147186156,7.02,11501.14,2025-08-31 21:59:02,2025-08-31 18:47:28,0.002,3.195
46,4628,4681,53,Severe deadlock detected by environment (IMMEDIATE),1.2273716926574707,7.0,6,49.0,34,87,0,0.0,3600.0,1.2383598777588458,3998,-8963.42910227028,174.49,11668.61,2025-08-31 21:59:02,2025-08-31 18:47:28,0.048,3.241
47,4681,4690,9,Severe deadlock detected by environment (IMMEDIATE),1.6114270687103271,0.0,4,37.0,1,0,0,0.0,3600.0,1.2390752740035655,4006,-764.4416666666666,23.58,11696.58,2025-08-31 22:02:01,2025-08-31 18:47:28,0.007,3.249
48,4690,4819,129,Reached exactly 128 steps,1.2778698205947876,1.0,5,50.0,90,0,0,0.0,3600.0,1.2393651889947563,4096,1224.6928571428584,289.93,11989.81,2025-08-31 22:07:18,2025-08-31 18:47:28,0.081,3.331
49,4819,4863,44,Severe deadlock detected by environment (IMMEDIATE),1.875296950340271,2.0,5,47.0,63,8,0,0.0,3600.0,1.2390983741774533,4165,-803.4984848484851,129.8,12119.62,2025-08-31 22:07:18,2025-08-31 18:47:28,0.036,3.367
50,4863,4930,67,Severe deadlock detected by environment (IMMEDIATE),2.04813551902771,-8.0,5,50.0,60,5,0,0.0,3600.0,1.239339167842119,4231,-469.3380952380956,184.25,12306.9,2025-08-31 22:09:31,2025-08-31 18:47:28,0.051,3.419
51,4930,5059,129,Reached exactly 128 steps,1.703474521636963,3.0,5,41.0,114,0,0,0.0,3600.0,1.2396879873619844,4347,694.709848484847,309.4,12619.1,2025-08-31 22:17:47,2025-08-31 18:47:28,0.086,3.505
52,5059,5083,24,Severe deadlock detected by environment (IMMEDIATE),1.250568985939026,15.0,6,24.0,16,33,0,0.0,3600.0,1.2374428121511072,4371,-3855.621861471861,75.92,12695.03,2025-08-31 22:17:47,2025-08-31 18:47:28,0.021,3.526
53,5083,5186,103,Severe deadlock detected by environment (IMMEDIATE),2.060544490814209,0.0,6,37.0,81,86,0,0.0,3600.0,1.2358411706051569,4459,-8229.244172494175,278.45,12976.89,2025-08-31 22:19:06,2025-08-31 18:47:28,0.077,3.605
54,5186,5315,129,Reached exactly 128 steps,1.6035038232803345,9.0,6,23.0,91,0,0,0.0,3600.0,1.2355438156798686,4551,-2023.3396103896007,294.5,13274.97,2025-08-31 22:28:43,2025-08-31 18:47:28,0.082,3.687
55,5315,5444,129,Reached exactly 128 steps,1.177675485610962,5.0,5,29.0,85,0,0,0.0,3600.0,1.2359717538806652,4639,1198.19761904762,5.03,13568.72,2025-08-31 22:33:32,2025-08-31 18:47:28,0.001,3.769
56,5444,5573,129,Reached exactly 128 steps,1.3687177896499634,1.0,5,48.0,139,0,0,0.0,3600.0,1.236345632503549,4789,-7341.859523809528,7.13,13904.71,2025-08-31 22:39:06,2025-08-31 18:47:28,0.002,3.862
57,5573,5702,129,Reached exactly 128 steps,1.5169262886047363,4.0,4,43.0,121,0,0,0.0,3600.0,1.2325006430991725,4906,-7432.364285714293,9.76,14215.95,2025-08-31 22:44:14,2025-08-31 18:47:28,0.003,3.949
58,5702,5831,129,Reached exactly 128 steps,1.377746343612671,1.0,6,36.0,125,0,0,0.0,3600.0,1.2278829167403995,5038,-4798.433333333337,12.13,14532.34,2025-08-31 22:49:28,2025-08-31 18:47:28,0.003,4.037
59,5831,5960,129,Reached exactly 128 steps,1.491058111190796,-4.0,4,50.0,96,0,0,0.0,3600.0,1.229831149978074,5135,-2601.109740259732,14.55,14831.44,2025-08-31 22:54:25,2025-08-31 18:47:28,0.004,4.12
60,5960,6089,129,Reached exactly 128 steps,1.2971408367156982,5.0,5,53.0,108,0,0,0.0,3600.0,1.2311507303059075,5245,943.42857142857,17.71,15146.33,2025-08-31 22:59:37,2025-08-31 18:47:28,0.005,4.207
61,6089,6218,129,Reached exactly 128 steps,1.5923686027526855,13.0,5,50.0,109,0,0,0.0,3600.0,1.2289197800691574,5356,646.3047619047607,20.05,15449.57,2025-08-31 23:04:37,2025-08-31 18:47:28,0.006,4.292
62,6218,6347,129,Reached exactly 128 steps,1.8623803853988647,-3.0,5,43.0,125,0,0,0.0,3600.0,1.2336346531197355,5485,679.2640442890429,23.55,15769.11,2025-08-31 23:09:53,2025-08-31 18:47:28,0.007,4.38
63,6347,6375,28,Severe deadlock detected by environment (IMMEDIATE),1.4429911375045776,-10.0,5,28.0,32,17,0,0.0,3600.0,1.2351618765234849,5516,-2060.28916083916,108.25,15853.81,2025-08-31 23:09:53,2025-08-31 18:47:28,0.03,4.404
64,6375,6423,48,Severe deadlock detected by environment (IMMEDIATE),0.9077910780906676,7.0,4,23.0,44,54,0,0.0,3600.0,1.2346769048658268,5567,-5577.079004329005,134.75,15991.23,2025-08-31 23:11:44,2025-08-31 18:47:28,0.037,4.442
65,6423,6552,129,Reached exactly 128 steps,1.3561922311782837,3.0,4,46.0,127,0,0,0.0,3600.0,1.2380626245378492,5697,-4981.117857142863,310.36,16304.76,2025-08-31 23:19:13,2025-08-31 18:47:28,0.086,4.529
66,6552,6681,129,Reached exactly 128 steps,2.0217437744140625,-13.0,4,36.0,88,0,0,0.0,3600.0,1.237422251082073,5785,1131.1702380952372,5.09,16607.72,2025-08-31 23:24:11,2025-08-31 18:47:28,0.001,4.613
67,6681,6810,129,Reached exactly 128 steps,1.541056752204895,4.0,5,34.0,115,0,0,0.0,3600.0,1.237685198417941,5901,-811.2500000000011,7.04,16908.16,2025-08-31 23:29:09,2025-08-31 18:47:28,0.002,4.697
68,6810,6939,129,Reached exactly 128 steps,2.043733835220337,-12.0,4,46.0,102,0,0,0.0,3600.0,1.2370572286456734,6005,-2637.1626623376605,9.17,17204.41,2025-08-31 23:34:03,2025-08-31 18:47:28,0.003,4.779
69,6939,7068,129,Reached exactly 128 steps,1.854668974876404,2.0,5,44.0,103,0,0,0.0,3600.0,1.2372642793025477,6112,-21133.88720446216,12.12,17518.35,2025-08-31 23:39:14,2025-08-31 18:47:28,0.003,4.866
70,7068,7197,129,Reached exactly 128 steps,1.83853542804718,15.0,6,54.0,84,0,0,0.0,3600.0,1.2388716326509988,6196,177.68214285714288,15.36,17811.73,2025-08-31 23:44:04,2025-08-31 18:47:28,0.004,4.948
71,7197,7282,85,Severe deadlock detected by environment (IMMEDIATE),2.437095880508423,-4.0,5,27.0,68,456,0,0.0,3600.0,1.2380866810165725,6267,-35389.89273226773,269.32,18065.69,2025-08-31 23:44:04,2025-08-31 18:47:28,0.075,5.018
72,7282,7411,129,Reached exactly 128 steps,1.5874555110931396,6.0,4,52.0,128,0,0,0.0,3600.0,1.2390533847962315,6396,-198.00081585081745,301.48,18370.4,2025-08-31 23:53:38,2025-08-31 18:47:28,0.084,5.103
73,7411,7435,24,Severe deadlock detected by environment (IMMEDIATE),1.0203758478164673,2.0,5,38.0,24,6,0,0.0,3600.0,1.2380653446948224,6430,-1075.648817848818,81.49,18451.9,2025-08-31 23:53:38,2025-08-31 18:47:28,0.023,5.126
74,7435,7520,85,Severe deadlock detected by environment (IMMEDIATE),0.9888004660606384,6.0,6,32.0,49,31,0,0.0,3600.0,1.2361308172558314,6484,-3084.6190975690984,219.0,18674.55,2025-08-31 23:55:03,2025-08-31 18:47:28,0.061,5.187
75,7520,7649,129,Reached exactly 128 steps,0.926321506500244,4.0,5,44.0,116,0,0,0.0,3600.0,1.2355598292049603,6604,-2803.845887445882,309.99,18987.03,2025-09-01 00:03:55,2025-08-31 18:47:28,0.086,5.274
76,7649,7679,30,Severe deadlock detected by environment (IMMEDIATE),1.7107341289520264,11.0,4,31.0,18,88,0,0.0,3600.0,1.2382183374493148,6633,-7226.486675824176,102.06,19089.1,2025-09-01 00:03:55,2025-08-31 18:47:28,0.028,5.303
77,7679,7808,129,Reached exactly 128 steps,1.7801148891448977,4.0,6,37.0,104,0,0,0.0,3600.0,1.2395191723064714,6738,-1418.3583333333324,291.43,19384.4,2025-09-01 00:10:32,2025-08-31 18:47:28,0.081,5.385
78,7808,7839,31,Severe deadlock detected by environment (IMMEDIATE),1.4346272945404053,2.0,6,43.0,23,2,0,0.0,3600.0,1.2403177087232815,6766,-650.1630952380953,83.33,19467.74,2025-09-01 00:10:32,2025-08-31 18:47:28,0.023,5.408
79,7839,7875,36,Severe deadlock detected by environment (IMMEDIATE),1.2805134057998655,1.0,5,26.0,32,10,0,0.0,3600.0,1.2413360996273954,6798,-1351.8523809523813,89.92,19560.25,2025-09-01 00:11:58,2025-08-31 18:47:28,0.025,5.433
80,7875,8004,129,Reached exactly 128 steps,1.886995792388916,0.0,5,37.0,116,0,0,0.0,3600.0,1.2409891830032445,6915,-72.23571428571523,323.44,19885.81,2025-09-01 00:18:54,2025-08-31 18:47:28,0.09,5.524
81,8004,8133,129,Reached exactly 128 steps,1.799926996231079,-1.0,4,35.0,126,0,0,0.0,3600.0,1.2406580429795877,7043,-511.7481227106245,4.98,20211.35,2025-09-01 00:24:14,2025-08-31 18:47:28,0.001,5.614
82,8133,8154,21,Severe deadlock detected by environment (IMMEDIATE),2.200819969177246,-2.0,6,47.0,23,52,0,0.0,3600.0,1.2416410140588912,7074,-5696.981693306693,75.65,20282.02,2025-09-01 00:24:14,2025-08-31 18:47:28,0.021,5.634
83,8154,8283,129,Reached exactly 128 steps,1.565705418586731,-1.0,4,48.0,123,0,0,0.0,3600.0,1.2407367884430816,7198,-3996.256443556445,315.94,20602.0,2025-09-01 00:30:50,2025-08-31 18:47:28,0.088,5.723
84,8283,8318,35,Severe deadlock detected by environment (IMMEDIATE),1.4576855897903442,-1.0,5,60.0,23,18,0,0.0,3600.0,1.2392313883710806,7226,-2232.4642857142844,88.82,20690.83,2025-09-01 00:30:50,2025-08-31 18:47:28,0.025,5.747
85,8318,8447,129,Reached exactly 128 steps,1.194672465324402,-3.0,6,41.0,78,0,0,0.0,3600.0,1.2400660612899346,7304,-3216.3928571428555,285.18,20978.52,2025-09-01 00:37:06,2025-08-31 18:47:28,0.079,5.827
86,8447,8480,33,Severe deadlock detected by environment (IMMEDIATE),1.807589292526245,0.0,6,34.0,23,10,0,0.0,3600.0,1.2397472315859084,7329,-1446.5678571428573,85.82,21064.35,2025-09-01 00:37:06,2025-08-31 18:47:28,0.024,5.851
87,8480,8609,129,Reached exactly 128 steps,1.3800160884857178,9.0,6,37.0,158,0,0,0.0,3600.0,1.2373911305521843,7488,-32931.17132034627,341.7,21408.37,2025-09-01 00:44:16,2025-08-31 18:47:28,0.095,5.947
88,8609,8738,129,Reached exactly 128 steps,1.3330472707748413,0.0,5,39.0,102,0,0,0.0,3600.0,1.232085237411686,7591,-1991.5652264402188,4.95,21728.84,2025-09-01 00:49:32,2025-08-31 18:47:28,0.001,6.036
89,8738,8867,129,Reached exactly 128 steps,1.436475157737732,12.0,4,40.0,106,0,0,0.0,3600.0,1.2317560369969849,7702,-195.9566267066264,7.08,22025.21,2025-09-01 00:54:26,2025-08-31 18:47:28,0.002,6.118
90,8867,8996,129,Reached exactly 128 steps,1.682084321975708,4.0,4,46.0,99,0,0,0.0,3600.0,1.2307282453737576,7798,38.46341991341918,10.13,22330.72,2025-09-01 00:59:29,2025-08-31 18:47:28,0.003,6.203
91,8996,9029,33,Severe deadlock detected by environment (IMMEDIATE),1.575648307800293,6.0,5,35.0,38,11,0,0.0,3600.0,1.2295898732227295,7841,-1384.828571428572,98.21,22418.79,2025-09-01 00:59:29,2025-08-31 18:47:28,0.027,6.227
92,9029,9085,56,Severe deadlock detected by environment (IMMEDIATE),2.0204482078552246,6.0,5,41.0,57,210,0,0.0,3600.0,1.230255838905477,7902,-21010.098988511483,160.77,22582.06,2025-09-01 01:01:09,2025-08-31 18:47:28,0.045,6.273
93,9085,9214,129,Reached exactly 128 steps,1.3592991828918457,-3.0,6,23.0,89,0,0,0.0,3600.0,1.2303566763686458,7993,119.46294538794425,312.46,22896.96,2025-09-01 01:09:05,2025-08-31 18:47:28,0.087,6.36
94,9214,9343,129,Reached exactly 128 steps,1.1938230991363523,9.0,5,36.0,89,0,0,0.0,3600.0,1.232110734044981,8083,195.5790584415576,5.27,23195.41,2025-09-01 01:13:58,2025-08-31 18:47:28,0.001,6.443
95,9343,9472,129,Reached exactly 128 steps,1.2949931621551514,5.0,5,27.0,91,0,0,0.0,3600.0,1.2342768538308202,8178,-346.45196470196555,7.25,23498.23,2025-09-01 01:18:59,2025-08-31 18:47:28,0.002,6.527
96,9472,9544,72,Severe deadlock detected by environment (IMMEDIATE),1.8985536098480225,4.0,4,50.0,58,31,0,0.0,3600.0,1.2356259254849016,8241,-3061.8714285714263,178.31,23669.29,2025-09-01 01:18:59,2025-08-31 18:47:28,0.05,6.575
97,9544,9673,129,Reached exactly 128 steps,1.358641266822815,10.0,6,31.0,110,0,0,0.0,3600.0,1.2381107756737046,8352,521.2976190476169,293.33,23965.09,2025-09-01 01:26:53,2025-08-31 18:47:28,0.081,6.657
98,9673,9802,129,Reached exactly 128 steps,1.360745906829834,-2.0,5,46.0,82,0,0,0.0,3600.0,1.2403883938342946,8441,-5834.143290043292,5.1,24297.84,2025-09-01 01:32:21,2025-08-31 18:47:28,0.001,6.749
99,9802,9931,129,Reached exactly 128 steps,1.3665679693222046,5.0,5,27.0,101,0,0,0.0,3600.0,1.2421817858409452,8547,-2327.720646020641,7.55,24615.7,2025-09-01 01:37:36,2025-08-31 18:47:28,0.002,6.838
100,9931,10060,129,Reached exactly 128 steps,1.8958492279052728,0.0,6,57.0,118,0,0,0.0,3600.0,1.243947552792427,8667,1332.3207958708,9.55,24912.44,2025-09-01 01:42:31,2025-08-31 18:47:28,0.003,6.92
101,10060,10067,7,Severe deadlock detected by environment (IMMEDIATE),2.2344095706939697,-5.0,5,40.0,3,0,0,0.0,3600.0,1.244659255449143,8673,-744.3666666666667,29.35,24932.23,2025-09-01 01:42:31,2025-08-31 18:47:28,0.008,6.926
102,10067,10175,108,Severe deadlock detected by environment (IMMEDIATE),1.5579853057861328,3.0,6,42.0,87,5,0,0.0,3600.0,1.2462404960624416,8763,-66.53561438561599,251.45,25186.85,2025-09-01 01:43:03,2025-08-31 18:47:28,0.07,6.996
103,10175,10253,78,Severe deadlock detected by environment (IMMEDIATE),1.2937134504318235,-6.0,4,57.0,68,39,0,0.0,3600.0,1.2479465065657702,8838,-3742.971574259074,201.94,25391.17,2025-09-01 01:47:17,2025-08-31 18:47:28,0.056,7.053
104,10253,10262,9,Severe deadlock detected by environment (IMMEDIATE),1.54562246799469,0.0,5,27.0,1,0,0,0.0,3600.0,1.248693111627209,8846,-764.0666666666666,23.49,25417.6,2025-09-01 01:50:42,2025-08-31 18:47:28,0.007,7.06
105,10262,10391,129,Reached exactly 128 steps,1.3562358617782593,3.0,3,40.0,84,0,0,0.0,3600.0,1.2491052107809322,8930,356.5249999999993,290.36,25711.1,2025-09-01 01:55:59,2025-08-31 18:47:28,0.081,7.142
106,10391,10482,91,Severe deadlock detected by environment (IMMEDIATE),1.22434401512146,-1.0,5,40.0,72,17,0,0.0,3600.0,1.248694519516544,9005,-1455.25,220.8,25931.9,2025-09-01 01:55:59,2025-08-31 18:47:28,0.061,7.203
107,10482,10565,83,Severe deadlock detected by environment (IMMEDIATE),1.0832334756851196,3.0,5,54.0,62,1,0,0.0,3600.0,1.2494760492786918,9070,0.6227272727262516,196.1,26130.51,2025-09-01 01:59:42,2025-08-31 18:47:28,0.054,7.258
108,10565,10685,120,Severe deadlock detected by environment (IMMEDIATE),1.6091010570526123,9.0,5,42.0,96,23,0,0.0,3600.0,1.2508108504127675,9172,-1720.397619047619,288.28,26420.94,2025-09-01 02:03:01,2025-08-31 18:47:28,0.08,7.339
109,10685,10750,65,Severe deadlock detected by environment (IMMEDIATE),1.4409044981002808,-5.0,6,31.0,46,53,0,0.0,3600.0,1.249337086839036,9226,-5390.285934898435,194.66,26618.96,2025-09-01 02:07:52,2025-08-31 18:47:28,0.054,7.394
110,10750,10773,23,Severe deadlock detected by environment (IMMEDIATE),1.383040189743042,-1.0,4,25.0,12,1,0,0.0,3600.0,1.2486702363321676,9244,-697.2821428571428,63.17,26685.19,2025-09-01 02:11:10,2025-08-31 18:47:28,0.018,7.413
